Word,Val,Val_z
folly,4.11,-0.75
fond,6.79,1.35
fondle,4.32,-0.58
fondness,7.68,2.05
fondue,6.0,0.73
font,5.09,0.02
food,7.52,1.93
fool,3.56,-1.18
foolhardy,3.86,-0.94
foolish,3.0,-1.62
foolishness,4.1,-0.76
foolproof,5.82,0.59
foot,4.68,-0.3
foot stool,5.27,0.16
footage,5.33,0.21
football,6.52,1.14
foothold,5.2,0.11
footing,5.13,0.05
footlocker,5.05,-0.01
footloose,6.05,0.77
footprint,6.0,0.73
footwear,6.43,1.07
footwork,5.74,0.53
forbid,2.82,-1.76
forbidding,3.82,-0.98
force,4.17,-0.7
forceful,3.7,-1.07
forceps,3.8,-0.99
forces,5.58,0.4
ford,5.79,0.57
fore,5.05,-0.01
forearm,5.58,0.4
foreboding,3.53,-1.2
forecast,4.89,-0.14
foreclose,2.0,-2.4
foreclosure,1.75,-2.6
forefront,4.95,-0.09
forego,4.89,-0.14
foregone,5.06,-0.0
foreground,5.47,0.32
forehead,5.04,-0.02
foreign,4.86,-0.16
foreigner,4.68,-0.3
foreman,4.89,-0.14
foremost,5.27,0.16
forensic,4.42,-0.51
forensics,5.86,0.62
foreplay,6.4,1.05
foresee,5.67,0.48
foresight,5.79,0.57
forest,6.68,1.27
forevermore,6.48,1.11
forfeit,3.68,-1.09
forge,5.0,-0.05
forger,3.95,-0.87
forgery,2.6,-1.93
forget,3.73,-1.05
forgetful,3.59,-1.16
forgetfulness,3.8,-0.99
forgive,7.06,1.57
forgiveness,6.86,1.41
forgiving,6.74,1.31
fork,5.47,0.32
forklift,4.74,-0.25
forlorn,3.95,-0.87
form,5.64,0.45
formal,5.37,0.24
formaldehyde,2.9,-1.7
formality,4.9,-0.13
format,5.19,0.1
formation,5.58,0.4
formidable,5.52,0.36
formula,5.3,0.19
formulate,5.22,0.12
fornicate,4.67,-0.31
fornication,5.95,0.7
forsake,3.58,-1.16
forte,5.7,0.5
forthcoming,5.1,0.03
forthright,6.3,0.97
fortitude,6.26,0.94
fortnight,5.5,0.34
fortress,4.82,-0.19
fortuitous,6.55,1.17
fortunate,7.33,1.78
fortune,7.24,1.71
forty,5.0,-0.05
forum,5.05,-0.01
forwarding,5.23,0.13
fossil,6.0,0.73
foul,3.0,-1.62
foundation,5.86,0.62
founder,5.45,0.3
founding,5.42,0.28
foundry,5.32,0.2
fountain,6.26,0.94
four,5.26,0.15
foursome,4.14,-0.72
fourteen,5.42,0.28
fowl,4.57,-0.39
fox,5.52,0.36
foxhole,5.35,0.22
foxtrot,5.83,0.6
foxy,6.0,0.73
foyer,5.95,0.7
fraction,5.21,0.11
fracture,3.62,-1.13
fragile,4.67,-0.31
fragment,4.59,-0.37
fragrance,6.67,1.26
fragrant,7.05,1.56
frail,3.55,-1.19
frame,5.32,0.2
framework,5.74,0.53
franc,5.21,0.11
franchise,5.0,-0.05
frantic,3.79,-1.0
frat,4.29,-0.61
fraternity,4.89,-0.14
fraud,2.05,-2.36
fraught,2.94,-1.67
fray,4.26,-0.63
frayed,4.05,-0.8
freak,3.73,-1.05
freakish,3.71,-1.06
freaky,4.26,-0.63
freckle,5.53,0.37
free,8.25,2.5
freebie,7.3,1.75
freedom,7.72,2.08
freelance,6.05,0.77
freelancer,5.89,0.65
freeman,6.62,1.22
freestyle,6.42,1.06
freeway,5.32,0.2
freeze,4.64,-0.33
freezer,5.32,0.2
freezing,3.33,-1.36
freight,4.21,-0.67
freighter,4.83,-0.18
french horn,5.95,0.7
frenzy,4.2,-0.68
frequency,5.19,0.1
frequent,5.57,0.4
fresh,6.67,1.26
freshen,6.56,1.17
freshener,5.71,0.51
freshman,5.05,-0.01
freshness,7.43,1.86
freshwater,7.29,1.75
fret,3.73,-1.05
friar,5.2,0.11
friction,4.0,-0.83
fridge,6.29,0.96
fried,5.82,0.59
friend,6.79,1.35
friendless,3.15,-1.5
friendly,7.84,2.18
friendship,7.76,2.11
fright,3.26,-1.41
frighten,2.95,-1.66
frightened,2.45,-2.05
frightening,2.58,-1.95
frightful,2.95,-1.66
frigid,3.77,-1.01
fringe,5.16,0.08
frisbee,6.35,1.01
frisk,4.8,-0.21
frisky,6.57,1.18
frivolous,4.65,-0.32
frock,4.67,-0.31
frog,5.84,0.61
froggy,5.71,0.51
frolic,6.05,0.77
frontal,5.95,0.7
frontier,6.53,1.15
frostbite,2.1,-2.32
frosted,6.6,1.2
frosting,7.33,1.78
frosty,6.15,0.85
frown,3.35,-1.34
fruit,7.0,1.52
fruit punch,6.95,1.48
fruitcake,5.29,0.18
fruitful,7.11,1.6
fruitless,2.95,-1.66
fruity,6.71,1.29
frustrated,2.55,-1.97
frustrating,2.57,-1.96
frustration,2.45,-2.05
fry,5.95,0.7
fryer,4.89,-0.14
fuchsia,5.14,0.06
fuck,5.23,0.13
fucker,3.52,-1.21
fucking,5.09,0.02
fudge,7.62,2.0
fuel,4.1,-0.76
fugitive,2.74,-1.82
fulfill,7.33,1.78
fulfillment,6.37,1.02
full,6.0,0.73
fullback,4.62,-0.35
fullness,6.19,0.88
fumble,3.7,-1.07
fun,8.37,2.59
function,5.55,0.38
functional,5.58,0.4
fund,6.55,1.17
fundamental,4.95,-0.09
fundamentalist,4.47,-0.47
funding,5.45,0.3
fundraiser,5.68,0.48
fundraising,5.63,0.44
funeral,2.07,-2.35
fungus,2.79,-1.78
funk,3.2,-1.46
funky,5.85,0.62
funnel,5.32,0.2
funny,7.59,1.98
fur,5.65,0.46
furious,2.57,-1.96
furlong,4.58,-0.38
furlough,4.95,-0.09
furnace,5.11,0.04
furnish,5.65,0.46
furnishings,6.25,0.93
furniture,5.79,0.57
furry,6.63,1.23
fury,2.73,-1.83
fuse,5.05,-0.01
fuselage,4.5,-0.44
fusion,5.6,0.42
fuss,3.32,-1.37
fussy,2.71,-1.85
futile,3.82,-0.98
futility,3.8,-0.99
futon,5.52,0.36
future,6.68,1.27
fuzz,4.64,-0.33
fuzzy,6.53,1.15
gab,5.2,0.11
gad,5.15,0.07
gadget,5.74,0.53
gaff,3.89,-0.92
gag,4.43,-0.5
gaga,4.58,-0.38
gaggle,5.16,0.08
gaiety,5.52,0.36
gain,5.9,0.66
gal,5.27,0.16
gala,6.16,0.86
galactic,7.0,1.52
galaxy,5.95,0.7
gall,4.3,-0.6
gallant,6.38,1.03
gallbladder,4.35,-0.56
gallery,6.9,1.44
galley,4.56,-0.4
gallon,5.67,0.48
gallop,6.21,0.9
gallows,3.05,-1.58
galore,5.95,0.7
gamble,4.81,-0.2
gambler,4.15,-0.72
gambling,2.89,-1.71
game,6.79,1.35
gaming,5.67,0.48
gamma,6.25,0.93
gander,5.55,0.38
gang,2.71,-1.85
gangland,3.24,-1.43
gangrene,2.5,-2.01
gangster,2.59,-1.94
gangway,4.5,-0.44
gap,4.91,-0.12
gaping,4.52,-0.43
garage,5.5,0.34
garbage,2.88,-1.71
garbled,4.0,-0.83
garden,7.25,1.71
gardener,6.35,1.01
gardening,6.86,1.41
gargle,5.1,0.03
gargoyle,3.95,-0.87
garlic,5.67,0.48
garment,5.57,0.4
garnet,6.11,0.82
garnish,5.85,0.62
garrison,4.67,-0.31
garter,5.47,0.32
gas,4.06,-0.79
gash,3.89,-0.92
gasket,4.45,-0.48
gasoline,4.63,-0.34
gasp,4.5,-0.44
gassy,3.21,-1.45
gastric,3.91,-0.91
gate,5.32,0.2
gatekeeper,5.4,0.26
gateway,5.75,0.54
gather,5.72,0.51
gator,4.14,-0.72
gatorade,5.7,0.5
Gatorade,6.0,0.73
gaudy,3.55,-1.19
gauge,5.17,0.08
gauntlet,4.76,-0.24
gauze,4.5,-0.44
gavel,4.3,-0.6
gay,6.11,0.82
gaze,6.15,0.85
gazebo,6.52,1.14
gazelle,6.47,1.1
gazette,5.05,-0.01
gazillion,5.95,0.7
gear,5.19,0.1
geek,5.56,0.39
geeky,5.55,0.38
geezer,3.65,-1.11
geisha,5.74,0.53
gel,5.67,0.48
gelatin,4.35,-0.56
gelding,4.89,-0.14
gem,7.35,1.79
gender,5.05,-0.01
genealogy,5.85,0.62
general,5.32,0.2
generate,6.14,0.84
generation,6.08,0.8
generator,5.65,0.46
generic,4.5,-0.44
generosity,7.55,1.95
generous,7.43,1.86
genetic,4.79,-0.21
genetics,4.84,-0.18
genie,6.1,0.81
genital,4.45,-0.48
genitalia,4.16,-0.71
genius,7.52,1.93
genocide,1.62,-2.7
genome,5.84,0.61
genre,6.0,0.73
gent,5.86,0.62
genteel,5.09,0.02
gentile,5.29,0.18
gentle,7.42,1.85
gentleman,7.5,1.91
gentlemanly,6.77,1.34
gentry,5.45,0.3
genuine,7.11,1.6
geographic,6.21,0.9
geographical,6.21,0.9
geography,5.4,0.26
geological,6.43,1.07
geologist,6.62,1.22
geology,5.89,0.65
geometric,5.24,0.14
geometry,4.57,-0.39
gerbil,5.2,0.11
geriatric,3.58,-1.16
germ,2.5,-2.01
germs,2.68,-1.87
gesture,5.75,0.54
get,6.09,0.8
getaway,5.47,0.32
getup,5.53,0.37
ghastly,3.05,-1.58
ghetto,3.16,-1.49
ghost,4.23,-0.65
ghostly,4.14,-0.72
ghoul,2.84,-1.74
GI Joe,5.68,0.48
giant,5.41,0.27
gibberish,4.3,-0.6
giddy,6.17,0.87
gift,7.27,1.73
gifted,6.62,1.22
gig,6.48,1.11
gigantic,5.35,0.22
giggle,7.95,2.26
gigolo,4.4,-0.52
gilded,4.94,-0.1
gimmick,3.89,-0.92
gimp,2.9,-1.7
gin,5.82,0.59
ginger,5.79,0.57
gingerbread,7.0,1.52
ginseng,5.79,0.57
giraffe,6.52,1.14
girder,4.53,-0.42
girdle,3.94,-0.88
girl,7.15,1.64
girlfriend,7.56,1.96
girlie,5.35,0.22
girlish,6.22,0.91
girly,5.32,0.2
girth,4.65,-0.32
gist,5.2,0.11
give,7.73,2.09
giveaway,6.17,0.87
giver,7.14,1.63
gizmo,6.26,0.94
gizzard,3.86,-0.94
glacier,5.5,0.34
glad,7.55,1.95
glade,6.32,0.99
gladiator,5.21,0.11
glamorous,6.58,1.19
glamour,6.0,0.73
glance,5.71,0.51
gland,4.39,-0.53
glare,3.7,-1.07
glass,5.48,0.33
glaucoma,2.47,-2.03
glaze,5.63,0.44
glazed,6.7,1.28
gleam,5.95,0.7
gleaming,6.22,0.91
glee,6.95,1.48
glide,6.1,0.81
glider,5.89,0.65
glimmer,6.68,1.27
glimpse,5.67,0.48
glisten,6.5,1.13
glitch,4.11,-0.75
glitter,6.15,0.85
gloat,3.68,-1.09
global,5.57,0.4
globe,6.15,0.85
gloom,2.89,-1.71
gloomy,3.15,-1.5
glorified,5.9,0.66
glorious,6.9,1.44
glory,6.45,1.09
gloss,6.0,0.73
glossy,5.42,0.28
glove,6.11,0.82
gloves,5.2,0.11
glow,6.55,1.17
glucose,3.59,-1.16
glue,4.85,-0.17
glum,2.82,-1.76
glutton,3.53,-1.2
gnat,3.43,-1.28
gnome,6.24,0.92
go,6.32,0.99
goal,6.79,1.35
goalie,5.71,0.51
goat,5.3,0.19
goatee,5.48,0.33
gobble,5.5,0.34
goblin,3.16,-1.49
god,5.9,0.66
goddamn,3.81,-0.98
goddamned,3.36,-1.34
goddess,6.63,1.23
godfather,6.24,0.92
godforsaken,3.62,-1.13
godless,3.65,-1.11
godlike,6.15,0.85
godmother,6.52,1.14
godsend,6.8,1.36
godson,6.05,0.77
goggle,5.0,-0.05
goggles,6.21,0.9
gold,7.28,1.74
golden,7.79,2.14
goldfish,6.62,1.22
golf,5.67,0.48
golfer,5.46,0.31
golfing,5.55,0.38
gondola,5.48,0.33
goner,2.91,-1.69
gonorrhea,1.65,-2.68
goo,4.68,-0.3
goober,6.09,0.8
good,7.89,2.22
goodie,6.1,0.81
goodness,7.38,1.82
goodwill,6.47,1.1
goody,6.73,1.31
gooey,5.29,0.18
goof,5.35,0.22
goofball,5.39,0.26
goofy,6.71,1.29
goon,3.53,-1.2
goop,4.21,-0.67
goose,5.68,0.48
gopher,5.37,0.24
gorge,4.5,-0.44
gorgeous,7.57,1.97
gorilla,4.26,-0.63
gory,2.57,-1.96
gospel,5.28,0.17
gossip,3.5,-1.23
gothic,4.7,-0.29
gouge,3.14,-1.51
goulash,4.86,-0.16
gourd,5.33,0.21
gourmet,7.25,1.71
gout,3.67,-1.09
govern,4.52,-0.43
governess,5.53,0.37
government,3.78,-1.01
governmental,2.89,-1.71
governor,5.32,0.2
Governor,4.53,-0.42
gown,6.0,0.73
grab,5.44,0.3
graceful,6.95,1.48
gracious,7.23,1.7
grad,6.81,1.37
grade,5.18,0.09
grader,5.26,0.15
gradual,5.1,0.03
graduate,7.26,1.72
graduation,6.47,1.1
graffiti,4.24,-0.65
graft,3.58,-1.16
grail,5.05,-0.01
grain,5.83,0.6
gram,5.15,0.07
grammar,6.25,0.93
grand,6.28,0.95
Grand Canyon,6.76,1.33
grand theft auto,3.82,-0.98
grandchild,7.0,1.52
granddad,7.32,1.77
granddaddy,7.0,1.52
granddaughter,6.86,1.41
grandeur,6.42,1.06
grandfather,5.68,0.48
grandiose,5.24,0.14
grandma,7.5,1.91
grandmother,7.62,2.0
grandpa,7.43,1.86
grandson,6.22,0.91
grandstand,4.9,-0.13
granite,5.05,-0.01
granny,5.71,0.51
granola,6.05,0.77
grape,6.7,1.28
grape juice,6.67,1.26
grapefruit,5.77,0.55
grapevine,5.9,0.66
graph,5.2,0.11
graphic,5.1,0.03
graphics,6.67,1.26
graphite,5.05,-0.01
grappling,5.11,0.04
grasp,5.45,0.3
grass,6.47,1.1
grasshopper,6.05,0.77
grassy,6.0,0.73
grate,4.68,-0.3
grateful,7.5,1.91
gratification,7.71,2.08
gratifying,6.65,1.24
gratitude,6.67,1.26
grave,2.4,-2.09
gravel,4.42,-0.51
graveyard,3.25,-1.42
gravitational,4.91,-0.12
gravity,5.81,0.59
gravy,6.21,0.9
gray,3.68,-1.09
graze,5.26,0.15
grease,3.9,-0.91
greased,5.23,0.13
greaser,4.67,-0.31
greasy,2.94,-1.67
great,7.5,1.91
great aunt,6.85,1.4
great grandfather,6.67,1.26
great grandma,6.33,0.99
great grandmother,7.42,1.85
great grandpa,7.1,1.6
great uncle,5.6,0.42
greatness,7.76,2.11
greed,2.48,-2.03
greedy,2.1,-2.32
green,6.29,0.96
green bean,5.22,0.12
green pepper,5.7,0.5
green snake,4.65,-0.32
greenhouse,6.4,1.05
greet,6.25,0.93
greeting,5.89,0.65
grenade,3.51,-1.22
greyhound,5.95,0.7
grid,5.2,0.11
grief,2.33,-2.14
grievance,3.45,-1.27
grieve,2.8,-1.78
grieving,2.9,-1.7
grievous,3.14,-1.51
grill,6.64,1.24
grilled,6.67,1.26
grim,2.41,-2.08
grimy,3.63,-1.12
grin,7.66,2.04
grind,5.2,0.11
grinder,4.77,-0.23
grindstone,4.14,-0.72
gringo,4.11,-0.75
grip,5.14,0.06
gripe,3.42,-1.29
grisly,3.71,-1.06
grit,4.55,-0.4
grits,4.9,-0.13
gritty,3.94,-0.88
grizzly,4.45,-0.48
groan,3.9,-0.91
grocer,5.38,0.25
grocery,6.62,1.22
groggy,4.05,-0.8
groin,5.1,0.03
groom,6.84,1.39
groove,6.32,0.99
groovy,6.42,1.06
grope,3.95,-0.87
gross,3.2,-1.46
grotesque,3.48,-1.24
grotto,5.86,0.62
grouch,3.57,-1.17
grouchy,3.33,-1.36
ground,5.28,0.17
groundhog,5.19,0.1
grounding,5.09,0.02
groundwork,5.71,0.51
group,5.78,0.56
groupie,4.0,-0.83
grouping,4.9,-0.13
grouse,3.73,-1.05
grove,5.26,0.15
grovel,3.3,-1.38
grow,6.28,0.95
growl,4.43,-0.5
grownup,5.3,0.19
growth,6.0,0.73
grub,4.16,-0.71
grubby,3.2,-1.46
grudge,2.86,-1.73
gruel,3.48,-1.24
grueling,3.36,-1.34
gruesome,2.89,-1.71
gruff,4.05,-0.8
grumpy,2.81,-1.77
grunt,3.68,-1.09
grunting,4.43,-0.5
guacamole,5.47,0.32
guano,4.2,-0.68
guarantee,6.17,0.87
guard,5.89,0.65
guardhouse,4.96,-0.08
guardian,6.5,1.13
guardianship,5.21,0.11
guerrilla,5.3,0.19
guess,5.18,0.09
guesser,4.32,-0.58
guesswork,4.29,-0.61
guest,6.14,0.84
guesthouse,6.09,0.8
guidance,5.95,0.7
guide,5.43,0.29
guidebook,5.92,0.67
guiding,5.73,0.52
guild,5.43,0.29
guillotine,1.63,-2.69
guilt,2.29,-2.18
guilty,3.09,-1.55
guinea,5.5,0.34
guise,4.25,-0.64
guitar,7.1,1.6
guitarist,6.05,0.77
gull,5.67,0.48
gullet,4.35,-0.56
gullible,4.16,-0.71
gully,5.05,-0.01
gulp,4.7,-0.29
gum,5.89,0.65
gumbo,6.21,0.9
gummy,5.29,0.18
gumption,5.48,0.33
gun,3.66,-1.1
gunboat,3.58,-1.16
gunfight,3.42,-1.29
gunfighter,4.33,-0.58
gunfire,2.79,-1.78
gunk,3.62,-1.13
gunman,3.0,-1.62
gunner,3.95,-0.87
gunnery,3.89,-0.92
gunplay,2.95,-1.66
gunpoint,2.11,-2.32
gunpowder,5.37,0.24
gunshot,2.79,-1.78
gunslinger,4.53,-0.42
gurney,2.95,-1.66
guru,5.76,0.55
gush,5.32,0.2
gusher,4.67,-0.31
gust,4.86,-0.16
gusto,5.67,0.48
gut,3.9,-0.91
gutless,4.05,-0.8
gutsy,5.53,0.37
gutter,4.05,-0.8
guy,6.55,1.17
guzzler,4.42,-0.51
gym,5.84,0.61
gymnasium,6.2,0.89
gymnast,5.22,0.12
gymnastics,5.45,0.3
gynecologist,3.33,-1.36
habit,5.2,0.11
habitat,5.85,0.62
habitual,4.2,-0.68
hacienda,5.88,0.64
hack,3.95,-0.87
hacker,4.5,-0.44
hacksaw,3.86,-0.94
hag,2.32,-2.15
haggle,4.78,-0.22
haiku,5.86,0.62
hail,4.81,-0.2
hair,6.18,0.88
hairball,3.0,-1.62
hairbrush,5.95,0.7
haircut,6.38,1.03
hairdo,5.37,0.24
hairdresser,5.71,0.51
hairdryer,5.52,0.36
hairless,4.45,-0.48
hairline,4.37,-0.54
hairpin,5.05,-0.01
hairspray,5.21,0.11
hairstyle,6.16,0.86
hairy,3.8,-0.99
half dollar,6.25,0.93
halfback,5.05,-0.01
halftime,5.21,0.11
halibut,5.77,0.55
hall,5.89,0.65
hallmark,5.68,0.48
hallowed,5.45,0.3
hallucination,3.95,-0.87
hallway,4.78,-0.22
halo,6.63,1.23
halt,4.42,-0.51
halter,4.33,-0.58
ham,4.65,-0.32
hamburger,6.93,1.46
hammer,5.17,0.08
hammerhead,4.63,-0.34
hammock,6.95,1.48
hamper,5.15,0.07
hamster,5.88,0.64
hand,5.9,0.66
handbag,4.68,-0.3
handball,5.43,0.29
handbook,5.3,0.19
handcuff,3.35,-1.34
handful,5.45,0.3
handgun,4.95,-0.09
handheld,6.26,0.94
handicap,2.67,-1.88
handicapped,3.04,-1.59
handiwork,6.47,1.1
handkerchief,5.79,0.57
handle,5.73,0.52
handler,4.86,-0.16
handmade,7.11,1.6
handout,3.85,-0.95
handprint,5.63,0.44
handshake,6.21,0.9
handsome,7.15,1.64
handwriting,5.76,0.55
handy,6.19,0.88
handyman,6.23,0.91
hang,3.1,-1.54
hangar,5.05,-0.01
hanger,4.76,-0.24
hangman,3.95,-0.87
hangout,6.45,1.09
hangover,2.5,-2.01
hankering,5.52,0.36
hanky,5.18,0.09
haphazard,3.28,-1.4
hapless,3.63,-1.12
happen,5.5,0.34
happiness,8.48,2.68
happy,8.47,2.67
harass,2.95,-1.66
harassment,2.45,-2.05
harbor,5.86,0.62
hard,4.35,-0.56
hardball,5.1,0.03
hardcore,4.84,-0.18
harden,4.29,-0.61
hardened,4.52,-0.43
hardheaded,3.58,-1.16
hardship,2.8,-1.78
hardware,6.11,0.82
hardwood,5.65,0.46
hardworking,6.58,1.19
hare,6.61,1.21
harebrained,4.05,-0.8
harem,4.2,-0.68
hark,4.65,-0.32
harlot,4.58,-0.38
harm,1.91,-2.47
harmful,2.29,-2.18
harmless,6.59,1.2
harmonica,6.32,0.99
harmonious,7.7,2.07
harmony,7.55,1.95
harness,4.47,-0.47
harp,5.4,0.26
harpoon,4.16,-0.71
harrowing,4.6,-0.36
harsh,3.44,-1.27
harvest,6.57,1.18
hash,3.95,-0.87
hassle,2.95,-1.66
haste,4.12,-0.74
hasten,4.9,-0.13
hasty,4.25,-0.64
hat,5.69,0.49
hatch,5.26,0.15
hatchet,4.43,-0.5
hate,1.96,-2.43
hateful,1.9,-2.48
hater,2.33,-2.14
hatred,2.38,-2.11
haughty,4.16,-0.71
haul,4.95,-0.09
haunt,4.05,-0.8
have,5.86,0.62
haven,6.36,1.02
havoc,3.85,-0.95
haw,4.35,-0.56
hawk,6.46,1.1
hay,5.41,0.27
hayride,6.67,1.26
haystack,5.86,0.62
haywire,4.55,-0.4
hazard,2.9,-1.7
hazardous,2.8,-1.78
haze,4.83,-0.18
hazmat,3.62,-1.13
hazy,3.79,-1.0
head,5.86,0.62
headache,2.22,-2.23
headband,5.16,0.08
header,5.33,0.21
headless,2.95,-1.66
headlight,5.29,0.18
headline,5.0,-0.05
headliner,5.8,0.58
headlock,3.6,-1.15
headmaster,4.89,-0.14
headphones,6.47,1.1
headquarter,5.14,0.06
headquarters,4.95,-0.09
headset,5.37,0.24
headstone,2.45,-2.05
headstrong,4.84,-0.18
headway,5.2,0.11
heady,5.0,-0.05
heal,7.41,1.84
healer,7.38,1.82
healing,7.63,2.01
health,6.85,1.4
healthcare,4.76,-0.24
healthy,7.76,2.11
heap,4.38,-0.54
hear,6.68,1.27
hearsay,3.82,-0.98
hearse,2.78,-1.79
heart,6.95,1.48
heart disease,2.09,-2.33
heartache,3.23,-1.44
heartbeat,6.24,0.92
heartbreak,2.45,-2.05
heartbreaker,3.76,-1.02
heartbreaking,2.91,-1.69
heartbroken,1.95,-2.44
heartburn,2.9,-1.7
hearted,6.0,0.73
heartfelt,6.7,1.28
hearth,5.86,0.62
heartland,6.0,0.73
heartless,2.8,-1.78
hearty,7.25,1.71
heat,4.77,-0.23
heater,6.57,1.18
heathen,3.71,-1.06
heating,5.85,0.62
heave,4.1,-0.76
heaven,7.5,1.91
heavenly,7.89,2.22
heavy,4.78,-0.22
heavy metal,4.61,-0.36
heavyweight,4.37,-0.54
heck,4.29,-0.61
hectic,2.8,-1.78
hedge,5.14,0.06
heed,4.77,-0.23
heel,4.63,-0.34
hefty,3.85,-0.95
heifer,4.29,-0.61
height,5.83,0.6
heightened,6.37,1.02
heinous,2.77,-1.8
heir,6.29,0.96
heiress,5.68,0.48
heirloom,6.35,1.01
heist,4.16,-0.71
helicopter,5.55,0.38
helipad,4.52,-0.43
heliport,5.63,0.44
helium,6.35,1.01
helix,5.75,0.54
hell,2.55,-1.97
hellfire,2.85,-1.74
hellhole,2.1,-2.32
hellish,2.67,-1.88
helmet,5.26,0.15
helmsman,5.19,0.1
help,6.95,1.48
helper,6.71,1.29
helpful,7.43,1.86
helpless,2.24,-2.21
hem,5.47,0.32
hematoma,3.11,-1.53
hemisphere,5.33,0.21
hemlock,4.65,-0.32
hemoglobin,5.32,0.2
hemorrhage,2.32,-2.15
hemostat,4.65,-0.32
hen,6.14,0.84
henhouse,4.6,-0.36
hepatitis,2.33,-2.14
herald,4.89,-0.14
herb,6.72,1.3
herbal,6.14,0.84
herbs,6.09,0.8
herd,5.67,0.48
hereditary,5.25,0.15
heresy,4.47,-0.47
heretic,3.55,-1.19
heritage,6.86,1.41
hermit,4.1,-0.76
hernia,2.48,-2.03
hero,7.44,1.86
heroic,7.45,1.87
heroin,2.74,-1.82
heroine,4.86,-0.16
heroism,7.05,1.56
herpes,1.57,-2.74
herring,4.9,-0.13
hertz,5.0,-0.05
hesitant,3.48,-1.24
hesitate,4.0,-0.83
hesitation,3.67,-1.09
hetero,4.94,-0.1
heterosexual,6.62,1.22
hex,2.47,-2.03
hiatus,5.65,0.46
hibernation,6.05,0.77
hiccup,4.5,-0.44
hick,3.67,-1.09
hickey,5.14,0.06
hickory,5.9,0.66
hide,4.9,-0.13
hideaway,5.76,0.55
hideous,3.14,-1.51
hideout,4.55,-0.4
hierarchy,4.95,-0.09
hieroglyphics,6.14,0.84
high,5.77,0.55
high heels,6.11,0.82
highball,5.33,0.21
highland,5.9,0.66
highlight,6.58,1.19
highness,5.65,0.46
hightail,4.95,-0.09
highway,5.19,0.1
hijack,1.84,-2.53
hijacker,1.85,-2.52
hike,6.68,1.27
hiking boot,5.19,0.1
hilarious,7.8,2.15
hill,5.41,0.27
hillside,6.27,0.95
hilltop,6.15,0.85
hilly,5.7,0.5
hilt,5.15,0.07
hind,4.7,-0.29
hinder,3.9,-0.91
hindsight,5.19,0.1
hinge,5.21,0.11
hint,6.05,0.77
hip,5.86,0.62
hip hop,4.84,-0.18
hippie,4.6,-0.36
hippo,5.68,0.48
hippopotamus,6.38,1.03
hire,7.09,1.59
hiss,3.65,-1.11
historian,6.0,0.73
historic,6.2,0.89
historical,6.57,1.18
history,6.0,0.73
hit,3.95,-0.87
hitch,5.29,0.18
hitchhike,4.74,-0.25
hitchhiker,3.6,-1.15
hitter,3.05,-1.58
HIV,1.53,-2.77
hive,4.0,-0.83
hoard,3.7,-1.07
hoarse,3.85,-0.95
hoax,3.85,-0.95
hobbit,6.28,0.95
hobby,6.67,1.26
hobo,3.94,-0.88
hock,4.59,-0.37
hockey,5.32,0.2
hoe,4.8,-0.21
hog,4.55,-0.4
hogwash,4.42,-0.51
hoist,5.0,-0.05
hokey,5.71,0.51
hold,6.05,0.77
holder,5.17,0.08
holdup,3.29,-1.39
hole,5.28,0.17
holiday,7.18,1.66
holiness,5.18,0.09
holistic,6.33,0.99
holler,3.68,-1.09
hollow,4.67,-0.31
holly,6.67,1.26
hologram,6.22,0.91
holographic,6.33,0.99
holster,4.44,-0.49
holy,6.06,0.78
homage,5.65,0.46
hombre,5.09,0.02
hombres,6.37,1.02
home,7.48,1.9
homeboy,5.67,0.48
homecoming,6.95,1.48
homeland,5.37,0.24
homeless,2.21,-2.24
homely,4.7,-0.29
homemade,7.38,1.82
homeowner,6.9,1.44
homeroom,4.67,-0.31
homesick,3.0,-1.62
homestead,5.84,0.61
hometown,6.8,1.36
homeward,6.37,1.02
homework,3.32,-1.37
homey,5.68,0.48
homicidal,2.0,-2.4
homicide,1.5,-2.8
homing,5.05,-0.01
hominy,4.35,-0.56
homo,3.11,-1.53
homophobic,2.7,-1.85
homosexual,4.65,-0.32
homosexuality,5.11,0.04
honcho,5.0,-0.05
hone,5.42,0.28
honest,8.16,2.43
honesty,7.43,1.86
honey,7.27,1.73
honeycomb,6.55,1.17
honeymoon,7.53,1.93
honk,4.95,-0.09
honky,3.45,-1.27
honor,6.9,1.44
honorable,7.68,2.05
honorary,6.42,1.06
hooch,4.19,-0.69
hood,4.95,-0.09
hoodlum,3.9,-0.91
hoof,4.74,-0.25
hook,4.0,-0.83
hooker,3.42,-1.29
hookup,5.78,0.56
hooky,4.4,-0.52
hooligan,3.1,-1.54
hoop,6.26,0.94
hoopla,5.23,0.13
hoot,6.0,0.73
hooter,4.7,-0.29
hop,5.89,0.65
hope,7.48,1.9
hopeful,7.44,1.86
hopeless,2.2,-2.25
horde,4.21,-0.67
horizon,6.48,1.11
horizontal,5.86,0.62
hormonal,4.1,-0.76
hormone,4.86,-0.16
horn,5.0,-0.05
horned,4.2,-0.68
hornet,3.37,-1.33
horny,6.84,1.39
horoscope,5.29,0.18
horrendous,2.58,-1.95
horrible,2.33,-2.14
horrid,2.68,-1.87
horrific,2.2,-2.25
horrifying,2.68,-1.87
horror,3.38,-1.32
horse,6.05,0.77
horseback,5.85,0.62
horseman,5.95,0.7
horsepower,5.57,0.4
